species_label,species,family,Tag,growth_form,mesh_size,diameter_class,diameter_1 size_cm,diameter_2 size_cm,diameter_3 size_cm,Bark thickness_1 _mm,Bark thickness_2 _mm,Bark thickness_3 _mm,Bark thickness_4_mm,length_cm,Wet_weight_of_wood_block_g,Wet_weight_of_small_pieces_of_wood_g,Volume_of_wet_small_pieces/g,Dry_weight_of_small_wood_blocks_g,Dry_volume_of_small_wood_blocks/g
F54,Mesua ferrea,,T0429,Trees,Invertebrates access,2.5 cm,2.7,2.5,2.5,0.58,0.66,0.74,0.89,21,125.51,12.52,11.49,9.01,10.2
F54,Mesua ferrea,,T0423,Trees,Invertebrates access,2.5 cm,2.4,2.5,2.3,1.74,0.58,0.77,0.54,19.5,96.73,10.45,10.5,7.3,9.37
F54,Mesua ferrea,,T0427,Trees,Invertebrates access,2.5 cm,2.6,2.6,2.7,0.91,0.74,0.74,0.51,21,128.79,13.38,12.19,9.09,10.88
F54,Mesua ferrea,,T0406,Trees,Invertebrates blocked,2.5 cm,2.2,2.3,2.5,1.67,1.02,1.27,0.91,20.5,68.97,9.75,9.18,6.85,8.31
F54,Mesua ferrea,,T0404,Trees,Invertebrates blocked,2.5 cm,2.1,2.2,2.3,0.8,0.75,0.74,0.96,20,82.92,7.81,7.73,5.57,6.66
F54,Mesua ferrea,,T0422,Trees,Invertebrates blocked,2.5 cm,2.5,2.7,3,0.95,0.84,1.16,0.83,20,115.02,11.65,11.83,7.94,10.39
F54,Mesua ferrea,,T0424,Trees,Invertebrates blocked,2.5 cm,2.2,2.2,2.4,0.89,0.89,1.01,0.82,21,89.5,8.75,8.71,6.3,7.71
F54,Mesua ferrea,,T0420,Trees,Invertebrates blocked,2.5 cm,2,1.9,2.1,0.71,0.86,0.88,0.8,21.5,68.82,6.49,6.51,4.64,5.55
F54,Mesua ferrea,,T0412,Trees,Invertebrates blocked,2.5 cm,2.1,2.1,2.1,1.18,1.08,0.73,1.54,20.5,72.47,7.13,7.16,5,9.11
F54,Mesua ferrea,,T0430,Trees,Invertebrates blocked,2.5 cm,2.2,2.4,2.3,0.8,0.84,1.04,0.93,19,84.82,9.45,9.22,6.62,7.79
F54,Mesua ferrea,,T0455,Trees,Invertebrates access,5.0 cm,3.2,3.3,3.3,1.16,0.79,0.79,0.89,20.7,189.09,20.81,19.46,14.56,16.39
F54,Mesua ferrea,,T0467,Trees,Invertebrates access,5.0 cm,3,2.9,2.7,0.99,1.02,1.16,0.91,22,152.76,15.44,14.21,11.19,12.47
F54,Mesua ferrea,,T0451,Trees,Invertebrates access,5.0 cm,3.3,3.1,2.8,1.05,1.14,0.99,1.15,21,167.42,17.58,16.53,12.34,13.84
F54,Mesua ferrea,,T0471,Trees,Invertebrates access,5.0 cm,2.9,2.7,2.7,2.07,1.01,0.93,0.99,20,129.53,12.62,11.87,8.83,10.69
F54,Mesua ferrea,,T0473,Trees,Invertebrates access,5.0 cm,2.8,2.8,2.8,1,1.1,0.72,0.76,19,128.38,16.67,15.03,11.73,12.91
F54,Mesua ferrea,,T0463,Trees,Invertebrates access,5.0 cm,2.9,3,2.7,1.12,0.91,0.74,1.01,21,147.71,17.11,15.89,12.03,13.28
F54,Mesua ferrea,,T0453,Trees,Invertebrates access,5.0 cm,2.7,2.8,2.7,1.01,0.77,1.02,0.76,21,141.34,14.06,13.14,10.03,11.55
F54,Mesua ferrea,,T0481,Trees,Invertebrates access,5.0 cm,2.5,2.7,2.7,1.14,0.89,1,1.29,20.5,122.83,14.49,13.89,10.04,11.22
F54,Mesua ferrea,,T0469,Trees,Invertebrates access,5.0 cm,2.7,2.6,2.8,0.68,0.8,1.16,0.98,20.5,119.32,15.2,14.1,10.78,12.18
F54,Mesua ferrea,,T0461,Trees,Invertebrates access,5.0 cm,2.5,2.7,2.7,0.97,1.07,1.1,0.74,22,133,13.23,12.25,9.34,10.82
F54,Mesua ferrea,,T0457,Trees,Invertebrates access,5.0 cm,3.5,3.3,3.2,0.93,1.07,0.9,0.83,23,128.39,22.67,20.94,15.74,17.75
F54,Mesua ferrea,,T0475,Trees,Invertebrates access,5.0 cm,2.7,2.8,2.7,1.34,1.39,0.81,0.84,21,140.92,14.27,13.61,10.15,11.77
F54,Mesua ferrea,,T0465,Trees,Invertebrates access,5.0 cm,2.8,2.9,2.7,0.89,1.13,0.97,0.85,20,125.08,15.49,14.57,11.09,12.44
F54,Mesua ferrea,,T0479,Trees,Invertebrates access,5.0 cm,2.9,2.7,2.8,1.13,0.72,0.82,0.93,21,131.59,14.14,13.04,9.98,11.35
F54,Mesua ferrea,,T0477,Trees,Invertebrates access,5.0 cm,2.9,3,3,0.7,0.91,0.94,1,23,166.42,14.7,13.85,10.46,12.23
F54,Mesua ferrea,,T0459,Trees,Invertebrates access,5.0 cm,2.8,2.8,2.9,0.8,0.98,1.15,0.7,20.5,135.8,16.02,14.7,11.58,13.25
F54,Mesua ferrea,,T0466,Trees,Invertebrates blocked,5.0 cm,4.8,4.6,4.6,1.1,1.38,1.15,0.96,20,368.15,42.46,38.93,29.29,32.65
F54,Mesua ferrea,,T0470,Trees,Invertebrates blocked,5.0 cm,3.5,3.7,3.5,1.18,0.93,0.61,1.51,20.5,228.93,24.67,22.4,16.75,18.72
F54,Mesua ferrea,,T0478,Trees,Invertebrates blocked,5.0 cm,3.7,3.8,3.9,0.96,1.55,1.22,1.23,21.5,263.35,24.31,21.99,16.39,18.02
F54,Mesua ferrea,,T0458,Trees,Invertebrates blocked,5.0 cm,3.5,3.3,2.9,0.84,1.22,1.23,0.73,20,197.81,24.05,21.67,16.58,18.59
F54,Mesua ferrea,,T0452,Trees,Invertebrates blocked,5.0 cm,4.1,4.2,4.3,1.09,0.92,1,1.45,20,321.6,35.99,32.34,24.54,26.96
F54,Mesua ferrea,,T0464,Trees,Invertebrates blocked,5.0 cm,2.7,2.7,2.7,0.57,0.97,0.73,0.98,20,125.32,13.98,12.69,9.57,11.09
F54,Mesua ferrea,,T0456,Trees,Invertebrates blocked,5.0 cm,3.1,3.1,3.5,1.56,1.18,1.27,1.31,20,174.44,22.62,19.89,15.21,17.3
F54,Mesua ferrea,,T0468,Trees,Invertebrates blocked,5.0 cm,3.5,3.3,3.2,0.96,1.26,0.75,0.6,20.5,191.54,19.5,17.83,13.28,14.94
F54,Mesua ferrea,,T0472,Trees,Invertebrates blocked,5.0 cm,2.8,3,3.1,1.18,0.56,0.96,0.97,21,155.44,15.66,14.11,10.84,12.43
F54,Mesua ferrea,,T0474,Trees,Invertebrates blocked,5.0 cm,3.1,3.2,3.2,1.28,0.92,0.96,1.22,20.5,173.31,18.96,17.33,12.68,14.39
F54,Mesua ferrea,,T0480,Trees,Invertebrates blocked,5.0 cm,3.7,4.1,3.9,1.31,1.35,0.92,1.36,20,279.44,28.4,25.66,19.32,21.34
F54,Mesua ferrea,,T0462,Trees,Invertebrates blocked,5.0 cm,3.8,3.7,3.5,0.9,0.97,1,1.09,20.5,229.44,27.09,24.62,18.72,21.31
F54,Mesua ferrea,,T0460,Trees,Invertebrates blocked,5.0 cm,3.4,3.4,3.3,0.85,0.68,0.99,0.89,19.5,199.15,23.17,20.46,15.99,17.33
F54,Mesua ferrea,,T0482,Trees,Invertebrates blocked,5.0 cm,3.1,3,3.4,1.33,1.24,1.02,1.24,20,157.94,19.42,17.56,13.61,15.48
F54,Mesua ferrea,,T0454,Trees,Invertebrates blocked,5.0 cm,3.2,3.2,3.5,1.08,1.01,0.92,1.09,21,205.83,25.35,22.19,17.13,19.75
F54,Mesua ferrea,,T0476,Trees,Invertebrates blocked,5.0 cm,3.1,3.1,3.2,1.09,1.11,1.18,0.89,20,165.87,20.25,18.37,13.98,15.74
F54,Mesua ferrea,,T0418,Trees,Invertebrates blocked,2.5 cm,1.9,1.8,1.9,0.94,0.83,0.64,0.9,19.5,57.02,6.63,6.94,4.42,6.06
F54,Mesua ferrea,,T0402,Trees,Invertebrates blocked,2.5 cm,2.8,2.6,2.7,1.06,1.1,1.04,0.94,21.5,126.53,13.91,12.84,9.46,11.5
F54,Mesua ferrea,,T0410,Trees,Invertebrates blocked,2.5 cm,2.1,2.2,2.2,1.1,0.75,1.12,0.79,20,58.11,7.35,7.51,4.85,6.43
F54,Mesua ferrea,,T0414,Trees,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,0.8,0.44,0.92,1.08,20,95.58,10.76,10.59,7.23,9.3
F54,Mesua ferrea,,T0416,Trees,Invertebrates blocked,2.5 cm,2.1,2.1,2.3,1.04,1.16,1.24,0.7,21.5,82.79,9.39,8.75,6.4,7.69
F54,Mesua ferrea,,T0426,Trees,Invertebrates blocked,2.5 cm,2.5,2.4,2.2,0.7,0.73,0.81,1,20.5,84.87,9.09,8.95,6.36,7.49
F54,Mesua ferrea,,T0432,Trees,Invertebrates blocked,2.5 cm,2.5,2.4,2.8,0.97,1.1,1.25,0.99,21.5,111,14.25,13.5,10.15,11.72
F54,Mesua ferrea,,T0408,Trees,Invertebrates blocked,2.5 cm,2.3,2.2,2.2,1.38,0.89,1.16,1.15,20.5,85.86,8.6,8.49,5.94,6.73
F54,Mesua ferrea,,T0428,Trees,Invertebrates blocked,2.5 cm,2.3,2.2,2.3,1.08,1.04,1.5,1.31,20,85.5,9.91,9.82,6.87,8.34
F57,Eucalyptus citriodora,,T0351,Trees,Invertebrates access,5.0 cm,3.2,3.2,3.3,1.05,0.63,0.83,0.71,20,150.66,17.6,18.6,9.55,14.47
F57,Eucalyptus citriodora,,T0361,Trees,Invertebrates access,5.0 cm,3.5,3.5,3.5,1.24,1.13,1.84,0.99,21,181.1,21.54,23.4,11.83,18.97
F57,Eucalyptus citriodora,,T0373,Trees,Invertebrates access,5.0 cm,4.3,4.3,4.4,1.21,1.29,0.94,1.25,20.5,304.22,34.85,36.25,17.9,28.91
F57,Eucalyptus citriodora,,T0381,Trees,Invertebrates access,5.0 cm,3.3,3.3,3.3,0.87,0.3,0.72,0.85,20.5,160.32,18.57,20.52,10.4,15.99
F57,Eucalyptus citriodora,,T0363,Trees,Invertebrates access,5.0 cm,4.4,4.4,4.4,1,1.2,1.67,1.35,20,306.66,36.46,37.48,18.53,29.29
F57,Eucalyptus citriodora,,T0377,Trees,Invertebrates access,5.0 cm,4.7,4.8,4.8,1.58,1.37,1.37,1.62,20.5,357.72,39.06,40.35,20.5,32.43
F57,Eucalyptus citriodora,,T0369,Trees,Invertebrates access,5.0 cm,4.5,4.5,4.6,1.51,1.58,1.6,1.21,20.5,321.83,31.91,33.44,16.57,26.53
F57,Eucalyptus citriodora,,T0353,Trees,Invertebrates access,5.0 cm,3.5,3.5,3.5,0.49,0.92,0.97,0.96,20,176.95,20.59,22.42,10.99,17.77
F57,Eucalyptus citriodora,,T0379,Trees,Invertebrates access,5.0 cm,4.5,4.4,4.4,1.49,1.66,1.73,1.35,20,309.21,36.11,37.45,18.29,29.06
F57,Eucalyptus citriodora,,T0371,Trees,Invertebrates access,5.0 cm,4.4,4.4,4.5,1.67,1.22,1.48,1.52,20.5,314.65,32.82,33.97,16.51,26.44
F57,Eucalyptus citriodora,,T0355,Trees,Invertebrates access,5.0 cm,4.5,4.6,4.6,1.34,1.23,1.33,1.45,20,321.31,35.88,37.8,19.22,29.59
F57,Eucalyptus citriodora,,T0375,Trees,Invertebrates access,5.0 cm,4.8,4.8,4.9,1.62,1.16,1.51,1.61,20,367.52,44.71,46.12,23.04,37.56
F57,Eucalyptus citriodora,,T0357,Trees,Invertebrates access,5.0 cm,3.6,3.7,3.7,1.1,1.17,1.28,0.77,20,199.8,23.56,24.92,12.47,18.79
F57,Eucalyptus citriodora,,T0367,Trees,Invertebrates access,5.0 cm,3.6,3.6,3.5,0.86,1.13,0.88,0.84,20.5,185.72,20.31,22.82,11.05,18.12
F57,Eucalyptus citriodora,,T0365,Trees,Invertebrates access,5.0 cm,4.4,4.3,4.3,1.25,1.3,1.19,1.39,20.5,301.04,36.67,36.91,19.51,29.56
F57,Eucalyptus citriodora,,T0359,Trees,Invertebrates access,5.0 cm,4.6,4.6,4.6,0.93,0.91,0.72,1.02,20,323.39,37.45,38.36,20.21,31.2
F57,Eucalyptus citriodora,,T0317,Trees,Invertebrates access,2.5 cm,2.9,2.8,2.8,0.89,0.91,0.93,0.83,19.5,113.15,13.34,14.5,7.81,11.31
F57,Eucalyptus citriodora,,T0315,Trees,Invertebrates access,2.5 cm,2.2,2.1,2.1,0.89,0.62,0.52,0.73,20,69.22,8.44,9.03,5.12,7.1
F57,Eucalyptus citriodora,,T0307,Trees,Invertebrates access,2.5 cm,2.5,2.5,2.4,0.93,0.68,0.75,0.55,19.5,86.82,10.15,11.12,6.14,8.69
F57,Eucalyptus citriodora,,T0331,Trees,Invertebrates access,2.5 cm,2.5,2.5,2.6,1.06,0.9,0.73,0.69,20,97.67,10.56,11.2,6.13,8.53
F57,Eucalyptus citriodora,,T0313,Trees,Invertebrates access,2.5 cm,2.9,2.9,2.9,0.86,1.26,1.07,0.74,19,121.49,14.08,15.24,8.06,11.75
F57,Eucalyptus citriodora,,T0321,Trees,Invertebrates access,2.5 cm,3.1,3,2.9,0.82,0.8,0.67,0.94,20,133.75,15.82,17.52,9.14,13.3
F57,Eucalyptus citriodora,,T0309,Trees,Invertebrates access,2.5 cm,2.3,2.1,2.1,0.62,0.59,0.89,0.73,19.5,76.12,8.05,8.77,4.84,6.85
F57,Eucalyptus citriodora,,T0327,Trees,Invertebrates access,2.5 cm,2.6,2.6,2.7,1.16,0.78,0.93,1.03,20,101.39,11.15,12.13,6.11,9.61
F57,Eucalyptus citriodora,,T0323,Trees,Invertebrates access,2.5 cm,2.8,2.9,3,0.81,0.93,0.89,1.11,20,138.33,14.63,15.17,8.13,12.7
F57,Eucalyptus citriodora,,T0329,Trees,Invertebrates access,2.5 cm,2.8,2.8,2.8,0.83,0.9,0.76,0.89,20,121.61,13.62,14.56,7.79,11.28
F57,Eucalyptus citriodora,,T0301,Trees,Invertebrates access,2.5 cm,2.3,2.4,2.5,0.83,0.56,0.94,0.89,20,79.05,9.52,10.71,5.68,8.9
F57,Eucalyptus citriodora,,T0305,Trees,Invertebrates access,2.5 cm,2.3,2.3,2.3,1.06,0.86,0.55,0.87,20,82.19,8.97,9.4,5.21,7.29
F57,Eucalyptus citriodora,,T0311,Trees,Invertebrates access,2.5 cm,2.4,2.4,2.3,0.8,0.85,0.77,0.86,19,69.28,8.61,10.38,5.47,8.77
F57,Eucalyptus citriodora,,T0303,Trees,Invertebrates access,2.5 cm,2.4,2.4,5.5,1.23,1.83,0.84,0.93,20,87.68,9.98,10.66,5.87,8.34
F57,Eucalyptus citriodora,,T0325,Trees,Invertebrates access,2.5 cm,2.6,2.7,2.6,0.8,1.06,1.11,0.67,20,104.36,11.03,11.93,6.25,9.51
F57,Eucalyptus citriodora,,T0319,Trees,Invertebrates access,2.5 cm,1.8,2,1.9,1.81,0.88,1.84,0.75,19.5,55.8,6.51,6.95,4.25,5.98
F57,Eucalyptus citriodora,,T0328,Trees,Invertebrates blocked,2.5 cm,2.8,2.8,2.8,1.22,0.78,0.8,1.3,20,117.29,12.87,13.91,7.16,10.96
F57,Eucalyptus citriodora,,T0310,Trees,Invertebrates blocked,2.5 cm,3,3.1,3.1,0.67,0.72,1.18,0.88,19.5,132.72,15,16.33,8.34,42.59
F57,Eucalyptus citriodora,,T0304,Trees,Invertebrates blocked,2.5 cm,2.6,2.6,2.7,0.9,0.97,0.82,0.86,20,103.05,11.85,12.77,6.72,10.35
F57,Eucalyptus citriodora,,T0326,Trees,Invertebrates blocked,2.5 cm,3.5,3.5,3.2,0.73,1.22,0.6,1.44,20,136.45,14.76,16.94,8.14,13.03
F57,Eucalyptus citriodora,,T0312,Trees,Invertebrates blocked,2.5 cm,3.1,3.2,3.2,0.77,0.78,0.85,1.32,19,136.85,16.51,18.23,9.24,13.78
F57,Eucalyptus citriodora,,T0330,Trees,Invertebrates blocked,2.5 cm,3,3.1,3.1,1.11,0.95,0.83,0.92,20,131.37,15.23,16.75,8.29,13.01
F57,Eucalyptus citriodora,,T0322,Trees,Invertebrates blocked,2.5 cm,3.8,3.8,3.9,0.78,1.2,1.12,1.15,20,117.49,10.82,12.01,7.34,11.37
F57,Eucalyptus citriodora,,T0374,Trees,Invertebrates blocked,5.0 cm,3.5,3.5,3.4,1.08,1.03,1,1.35,20,190.85,21.59,22.42,12.35,18.02
F57,Eucalyptus citriodora,,T0362,Trees,Invertebrates blocked,5.0 cm,4.4,4.5,4.5,1.13,0.92,1.07,1,19,291.87,35.05,38.05,19.79,31.31
F57,Eucalyptus citriodora,,T0352,Trees,Invertebrates blocked,5.0 cm,3.2,3.3,3.2,0.66,0.87,1.12,1.16,20,149.12,17.64,20.17,9.65,15.42
F57,Eucalyptus citriodora,,T0382,Trees,Invertebrates blocked,5.0 cm,3.8,3.8,3.7,0.88,1.01,1.13,0.91,21.5,230.62,24.05,25.92,13.19,20.82
F57,Eucalyptus citriodora,,T0364,Trees,Invertebrates blocked,5.0 cm,3.4,3.5,3.5,1.65,1.23,0.94,1.2,20,169.09,21.14,22.37,11,17.33
F57,Eucalyptus citriodora,,T0372,Trees,Invertebrates blocked,5.0 cm,3.3,3.3,3.3,1.12,0.82,0.84,0.83,20,154.11,16.84,19.25,9.35,14.9
F57,Eucalyptus citriodora,,T0380,Trees,Invertebrates blocked,5.0 cm,3.3,3.2,3.2,0.81,1.14,1.22,0.93,20,167.98,18.07,19.09,10.3,15.74
F57,Eucalyptus citriodora,,T0376,Trees,Invertebrates blocked,5.0 cm,3.6,3.6,3.5,1.39,1.05,1.22,1.05,20,187.7,19.54,21.66,10.32,16.75
F57,Eucalyptus citriodora,,T0378,Trees,Invertebrates blocked,5.0 cm,4.4,4.4,4.4,0.88,1.2,0.96,1.42,20,294.53,38.29,39.77,20.69,33.3
F57,Eucalyptus citriodora,,T0360,Trees,Invertebrates blocked,5.0 cm,4.5,4.6,4.6,1.36,1.41,1.69,1.36,20,309.78,36.65,37.7,18.63,28.7
F57,Eucalyptus citriodora,,T0366,Trees,Invertebrates blocked,5.0 cm,3.9,3.9,4,1.07,1.26,1.27,1.27,21,244.86,27.94,29.73,14.89,23.39
F57,Eucalyptus citriodora,,T0356,Trees,Invertebrates blocked,5.0 cm,3.8,3.2,3.2,0.96,0.89,0.89,0.95,19.5,148.43,17.67,19.19,10.01,14.8
F57,Eucalyptus citriodora,,T0358,Trees,Invertebrates blocked,5.0 cm,4.3,4.4,4.4,1.11,1.15,1.14,1.33,20.5,309.21,33.34,35.08,17.52,27.87
F57,Eucalyptus citriodora,,T0354,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.5,1.04,0.78,0.67,1.44,20,308.43,35.01,36.6,19.59,30.01
F57,Eucalyptus citriodora,,T0370,Trees,Invertebrates blocked,5.0 cm,3.7,3.9,3.9,1.41,1.28,1.1,1.35,21.5,240.07,22.9,24.43,12.5,19.61
F57,Eucalyptus citriodora,,T0368,Trees,Invertebrates blocked,5.0 cm,3.9,3.9,3.8,1,1.03,0.84,1.32,21,238.04,28.48,29.69,15.43,23.03
F57,Eucalyptus citriodora,,T0308,Trees,Invertebrates blocked,2.5 cm,2.5,2.5,2.6,0.74,1.07,1.13,0.61,20.5,94.41,16.38,17.85,16.23,99.71
F57,Eucalyptus citriodora,,T0332,Trees,Invertebrates blocked,2.5 cm,3.1,3.2,3.2,1.12,1.04,1.02,0.62,20,153.09,13.6,14.91,9.3,13.37
F57,Eucalyptus citriodora,,T0324,Trees,Invertebrates blocked,2.5 cm,2.6,2.6,2.6,0.99,0.73,0.82,0.86,20.5,99.74,11.58,12.59,6.41,10.06
F57,Eucalyptus citriodora,,T0316,Trees,Invertebrates blocked,2.5 cm,2.5,2.5,2.6,0.63,0.73,0.5,0.62,20,100.53,12.57,13.54,6.96,11
F57,Eucalyptus citriodora,,T0306,Trees,Invertebrates blocked,2.5 cm,3,3,2.9,0.88,0.76,1.42,0.73,19.5,121.81,14.05,15.06,7.71,11.85
F57,Eucalyptus citriodora,,T0314,Trees,Invertebrates blocked,2.5 cm,2.2,2.3,2.3,0.75,1.59,0.73,0.94,19.7,69.96,8.28,9.68,5.13,8.05
F57,Eucalyptus citriodora,,T0320,Trees,Invertebrates blocked,2.5 cm,3.8,2.9,2.9,0.66,1.06,1.25,0.91,20,123.75,13.32,14.27,7.04,10.78
F57,Eucalyptus citriodora,,T0302,Trees,Invertebrates blocked,2.5 cm,2.8,2.8,2.7,0.71,0.85,0.86,1.44,20,120.82,12.92,13.75,7.14,11.4
F57,Eucalyptus citriodora,,T0318,Trees,Invertebrates blocked,2.5 cm,2.8,2.7,2.7,0.79,0.67,0.99,1.44,20.5,110.23,12.51,13.63,7.04,11.17
F68,Thyrsostachys siamensis,,T1170,Trees,Invertebrates blocked,5.0 cm,4.6,4.6,4.7,NA,NA,NA,NA,19.5,178.25,24.1,21.81,,
F68,Thyrsostachys siamensis,,T1168,Trees,Invertebrates blocked,5.0 cm,4.7,4.7,4.6,NA,NA,NA,NA,19.5,240.31,29.05,25.89,11.21,23.76
F68,Thyrsostachys siamensis,,T1152,Trees,Invertebrates blocked,5.0 cm,4.4,4.4,4.6,NA,NA,NA,NA,20,263.91,35.19,30.79,16.09,27.94
F68,Thyrsostachys siamensis,,T1158,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.6,NA,NA,NA,NA,20,311.47,36.52,32.72,14.54,28.86
F68,Thyrsostachys siamensis,,T1160,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.6,NA,NA,NA,NA,20.5,258.6,29.02,25.77,,
F68,Thyrsostachys siamensis,,T1176,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.5,NA,NA,NA,NA,19.5,173.65,21.37,19.23,8.64,17.46
F68,Thyrsostachys siamensis,,T1164,Trees,Invertebrates blocked,5.0 cm,4.6,4.6,4.6,NA,NA,NA,NA,19.5,186.92,34.68,44.56,15.23,28.45
F68,Thyrsostachys siamensis,,T1120,Trees,Invertebrates blocked,2.5 cm,3.1,3.1,3.1,NA,NA,NA,NA,20,84.69,8.68,8.59,3.54,7.78
F68,Thyrsostachys siamensis,,T1108,Trees,Invertebrates blocked,2.5 cm,2.5,2.5,2.4,NA,NA,NA,NA,20,47.02,7.05,6.19,2.35,6.53
F68,Thyrsostachys siamensis,,T1112,Trees,Invertebrates blocked,2.5 cm,2.8,2.9,3.1,NA,NA,NA,NA,19.5,115.31,10.62,10.14,3.7,9.4
F68,Thyrsostachys siamensis,,T1124,Trees,Invertebrates blocked,2.5 cm,2.7,2.7,2.6,NA,NA,NA,NA,19.5,69.05,7.45,7.44,2.66,6.64
F68,Thyrsostachys siamensis,,T1126,Trees,Invertebrates blocked,2.5 cm,2.7,2.7,2.8,NA,NA,NA,NA,19.5,81.51,10.58,10.05,3.54,9.11
F68,Thyrsostachys siamensis,,T1110,Trees,Invertebrates blocked,2.5 cm,2.4,2.4,2.3,NA,NA,NA,NA,20,46.88,4.85,4.61,2.46,3.67
F68,Thyrsostachys siamensis,,T1106,Trees,Invertebrates blocked,2.5 cm,2.3,2.3,2.3,NA,NA,NA,NA,20,46.67,4.43,4.73,1.67,3.84
F68,Thyrsostachys siamensis,,T1116,Trees,Invertebrates blocked,2.5 cm,2.4,2.4,2.4,NA,NA,NA,NA,19.5,50.33,5.14,5.1,1.87,4.71
F68,Thyrsostachys siamensis,,T1128,Trees,Invertebrates blocked,2.5 cm,2.8,2.8,2.7,NA,NA,NA,NA,19.5,102.69,13.2,12.36,4.44,10.31
F68,Thyrsostachys siamensis,,T1102,Trees,Invertebrates blocked,2.5 cm,2.9,2.9,2.7,NA,NA,NA,NA,20,95.91,11.68,10.8,5.16,8.73
F68,Thyrsostachys siamensis,,T1122,Trees,Invertebrates blocked,2.5 cm,2.6,2.6,2.6,NA,NA,NA,NA,20,55.82,6.22,6.62,,
F68,Thyrsostachys siamensis,,T1130,Trees,Invertebrates blocked,2.5 cm,2.6,2.6,2.7,NA,NA,NA,NA,20,87.06,9.99,9.62,3.3,8.81
F68,Thyrsostachys siamensis,,T1118,Trees,Invertebrates blocked,2.5 cm,2.8,2.8,2.9,NA,NA,NA,NA,20,69.67,7.91,8.17,2.91,7.32
F68,Thyrsostachys siamensis,,T1104,Trees,Invertebrates blocked,2.5 cm,2.6,2.7,2.7,NA,NA,NA,NA,20,76.06,8.19,8.07,3.12,6.69
F68,Thyrsostachys siamensis,,T1114,Trees,Invertebrates blocked,2.5 cm,2.5,2.5,2.5,NA,NA,NA,NA,20,56.39,6.55,6.12,,
F68,Thyrsostachys siamensis,,T1132,Trees,Invertebrates blocked,2.5 cm,2.2,2.2,2.1,NA,NA,NA,NA,20,42.39,5.99,6.31,2.43,5.42
F68,Thyrsostachys siamensis,,T1180,Trees,Invertebrates blocked,5.0 cm,4.8,4.8,4.6,NA,NA,NA,NA,19.5,230.75,31.39,28.36,12.21,25.73
F68,Thyrsostachys siamensis,,T1182,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.5,NA,NA,NA,NA,20,165.73,18.6,18.31,7.28,17.42
F68,Thyrsostachys siamensis,,T1154,Trees,Invertebrates blocked,5.0 cm,4.8,4.8,5.8,NA,NA,NA,NA,20,208.69,23,22.24,,
F68,Thyrsostachys siamensis,,T1178,Trees,Invertebrates blocked,5.0 cm,4.7,4.7,4.7,NA,NA,NA,NA,20,190.33,23.83,22.37,,
F68,Thyrsostachys siamensis,,T1166,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.6,NA,NA,NA,NA,20,188.16,25.91,23.63,10,22.12
F68,Thyrsostachys siamensis,,T1172,Trees,Invertebrates blocked,5.0 cm,4.8,4.8,5,NA,NA,NA,NA,20.5,222.25,25.48,22.38,9.89,20.66
F68,Thyrsostachys siamensis,,T1174,Trees,Invertebrates blocked,5.0 cm,4.5,4.5,4.6,NA,NA,NA,NA,19,282.27,26.45,23.54,12.03,20.47
F68,Thyrsostachys siamensis,,T1156,Trees,Invertebrates blocked,5.0 cm,4.8,4.8,4.8,NA,NA,NA,NA,19.5,187.29,24.53,22.14,9.71,20.39
F68,Thyrsostachys siamensis,,T1162,Trees,Invertebrates blocked,5.0 cm,4.6,4.6,4.6,NA,NA,NA,NA,19.5,227.14,29.75,26.52,12.9,23.66
F68,Thyrsostachys siamensis,,T1169,Trees,Invertebrates access,5.0 cm,4.6,4.6,4.6,NA,NA,NA,NA,19.5,189.62,32.25,28.5,14.82,23.26
F68,Thyrsostachys siamensis,,T1151,Trees,Invertebrates access,5.0 cm,4.8,4.8,4.7,NA,NA,NA,NA,20,183.65,24.28,21.99,9.56,19.04
F68,Thyrsostachys siamensis,,T1177,Trees,Invertebrates access,5.0 cm,4.7,4.7,4.7,NA,NA,NA,NA,20,333.4,33.52,28.97,15.49,23.76
F68,Thyrsostachys siamensis,,T1171,Trees,Invertebrates access,5.0 cm,4.5,4.5,4.5,NA,NA,NA,NA,20,288.35,41.62,39.9,17.85,31.86
F68,Thyrsostachys siamensis,,T1179,Trees,Invertebrates access,5.0 cm,4.4,4.4,4.4,NA,NA,NA,NA,20,161.1,14.7,15.33,6.1,13.63
F68,Thyrsostachys siamensis,,T1175,Trees,Invertebrates access,5.0 cm,4.5,4.5,4.4,NA,NA,NA,NA,19.5,136.41,15.1,14.96,6.42,12.89
F68,Thyrsostachys siamensis,,T1155,Trees,Invertebrates access,5.0 cm,4.3,4.3,4.3,NA,NA,NA,NA,19.5,149.05,16.72,17.17,6.66,15.22
F68,Thyrsostachys siamensis,,T1161,Trees,Invertebrates access,5.0 cm,4.7,4.6,4.6,NA,NA,NA,NA,19.5,187.02,18.71,18.39,7.77,16.08
